district,tehsil,locale,sex,age_group,total_pop,illiterate,literate_total,literate_formal,literate_non_or_informal,literacy_ratio
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Male,60  --  64,2612,1813,799,782,17,30.59
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Male,65  --  69,1797,1370,427,420,7,23.76
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Male,70  --  74,1167,896,271,260,11,23.22
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Male,75 AND ABOVE,1337,1073,264,249,15,19.75
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Female,10  --  14,16380,10738,5642,5597,45,34.44
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Female,15  --  19,13414,9488,3926,3888,38,29.27
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Female,20  --  24,11578,9342,2236,2175,61,19.31
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Female,25  --  29,10678,9040,1638,1586,52,15.34
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Female,30  --  34,7800,6852,948,900,48,12.15
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Female,35  --  39,5537,5080,457,431,26,8.25
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Female,40  --  44,5369,5081,288,254,34,5.36
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Female,45  --  49,4048,3897,151,134,17,3.73
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Female,50  --  54,3448,3346,102,88,14,2.96
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Female,55  --  59,2470,2409,61,43,18,2.47
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Female,60  --  64,2318,2278,40,26,14,1.73
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Female,65  --  69,1428,1394,34,26,8,2.38
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Female,70  --  74,918,899,19,8,11,2.07
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Female,75 AND ABOVE,1416,1369,47,25,22,3.32
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Transgender,10  --  14,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Transgender,15  --  19,1,1,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Transgender,20  --  24,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Transgender,25  --  29,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Transgender,30  --  34,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Transgender,35  --  39,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Transgender,40  --  44,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Transgender,45  --  49,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Transgender,50  --  54,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Transgender,55  --  59,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Transgender,60  --  64,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Transgender,65  --  69,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Transgender,70  --  74,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Rural,Transgender,75 AND ABOVE,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Male,10  --  14,1863,193,1670,1662,8,89.64
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Male,15  --  19,1502,215,1287,1265,22,85.69
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Male,20  --  24,1350,247,1103,1068,35,81.7
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Male,25  --  29,1186,240,946,923,23,79.76000000000001
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Male,30  --  34,950,187,763,737,26,80.31999999999999
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Male,35  --  39,727,162,565,553,12,77.72
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Male,40  --  44,626,158,468,453,15,74.76000000000001
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Male,45  --  49,457,138,319,304,15,69.8
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Male,50  --  54,492,183,309,289,20,62.8
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Male,55  --  59,323,122,201,189,12,62.23
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Male,60  --  64,278,102,176,168,8,63.31
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Male,65  --  69,167,77,90,82,8,53.89
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Male,70  --  74,106,49,57,54,3,53.77
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Male,75 AND ABOVE,109,64,45,41,4,41.28
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Female,10  --  14,1835,449,1386,1370,16,75.53
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Female,15  --  19,1654,576,1078,1056,22,65.18000000000001
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Female,20  --  24,1424,693,731,705,26,51.33
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Female,25  --  29,1320,758,562,544,18,42.58
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Female,30  --  34,931,550,381,366,15,40.92
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Female,35  --  39,713,511,202,196,6,28.33
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Female,40  --  44,577,442,135,128,7,23.4
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Female,45  --  49,473,402,71,67,4,15.01
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Female,50  --  54,410,354,56,55,1,13.66
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Female,55  --  59,292,253,39,36,3,13.36
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Female,60  --  64,260,236,24,20,4,9.23
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Female,65  --  69,136,125,11,11,,8.09
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Female,70  --  74,98,93,5,4,1,5.1
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Female,75 AND ABOVE,123,109,14,12,2,11.38
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Transgender,10  --  14,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Transgender,15  --  19,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Transgender,20  --  24,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Transgender,25  --  29,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Transgender,30  --  34,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Transgender,35  --  39,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Transgender,40  --  44,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Transgender,45  --  49,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Transgender,50  --  54,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Transgender,55  --  59,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Transgender,60  --  64,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Transgender,65  --  69,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Transgender,70  --  74,,,,,,
LAKKI MARWAT DISTRICT,SARAI NAURANG TEHSIL,Urban,Transgender,75 AND ABOVE,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Male,10  --  14,7838,4402,3436,3421,15,43.84
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Male,15  --  19,5592,3307,2285,2271,14,40.86
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Male,20  --  24,4763,3240,1523,1507,16,31.98
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Male,25  --  29,4728,3335,1393,1368,25,29.46
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Male,30  --  34,3599,2457,1142,1124,18,31.73
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Male,35  --  39,3060,2099,961,946,15,31.41
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Male,40  --  44,2341,1669,672,657,15,28.71
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Male,45  --  49,2483,2000,483,470,13,19.45
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Male,50  --  54,2112,1735,377,368,9,17.85
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Male,55  --  59,1350,1041,309,300,9,22.89
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Male,60  --  64,1179,932,247,236,11,20.95
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Male,65  --  69,987,824,163,160,3,16.51
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Male,70  --  74,652,547,105,101,4,16.1
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Male,75 AND ABOVE,646,548,98,92,6,15.17
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Female,10  --  14,6800,5424,1376,1355,21,20.24
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Female,15  --  19,5253,4220,1033,1021,12,19.66
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Female,20  --  24,4531,3851,680,653,27,15.01
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Female,25  --  29,4885,4349,536,522,14,10.97
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Female,30  --  34,3493,3195,298,285,13,8.529999999999999
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Female,35  --  39,2670,2464,206,197,9,7.72
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Female,40  --  44,2499,2376,123,118,5,4.92
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Female,45  --  49,2203,2123,80,73,7,3.63
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Female,50  --  54,1571,1488,83,73,10,5.28
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Female,55  --  59,1193,1149,44,41,3,3.69
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Female,60  --  64,1085,1043,42,34,8,3.87
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Female,65  --  69,862,835,27,21,6,3.13
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Female,70  --  74,525,512,13,10,3,2.48
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Female,75 AND ABOVE,609,600,9,6,3,1.48
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Transgender,10  --  14,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Transgender,15  --  19,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Transgender,20  --  24,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Transgender,25  --  29,1,1,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Transgender,30  --  34,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Transgender,35  --  39,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Transgender,40  --  44,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Transgender,45  --  49,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Transgender,50  --  54,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Transgender,55  --  59,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Transgender,60  --  64,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Transgender,65  --  69,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Transgender,70  --  74,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Rural,Transgender,75 AND ABOVE,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Male,10  --  14,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Male,15  --  19,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Male,20  --  24,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Male,25  --  29,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Male,30  --  34,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Male,35  --  39,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Male,40  --  44,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Male,45  --  49,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Male,50  --  54,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Male,55  --  59,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Male,60  --  64,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Male,65  --  69,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Male,70  --  74,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Male,75 AND ABOVE,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Female,10  --  14,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Female,15  --  19,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Female,20  --  24,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Female,25  --  29,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Female,30  --  34,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Female,35  --  39,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Female,40  --  44,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Female,45  --  49,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Female,50  --  54,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Female,55  --  59,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Female,60  --  64,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Female,65  --  69,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Female,70  --  74,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Female,75 AND ABOVE,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Transgender,10  --  14,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Transgender,15  --  19,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Transgender,20  --  24,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Transgender,25  --  29,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Transgender,30  --  34,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Transgender,35  --  39,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Transgender,40  --  44,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Transgender,45  --  49,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Transgender,50  --  54,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Transgender,55  --  59,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Transgender,60  --  64,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Transgender,65  --  69,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Transgender,70  --  74,,,,,,
DERA ISMAIL KHAN DISTRICT,DARABAN TEHSIL,Urban,Transgender,75 AND ABOVE,,,,,,
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Male,10  --  14,34324,9454,24870,24712,158,72.45999999999999
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Male,15  --  19,27903,8571,19332,19162,170,69.28
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Male,20  --  24,20663,7827,12836,12655,181,62.12
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Male,25  --  29,19117,8682,10435,10230,205,54.58
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Male,30  --  34,14970,7044,7926,7768,158,52.95
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Male,35  --  39,12000,5803,6197,6073,124,51.64
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Male,40  --  44,9295,4861,4434,4310,124,47.7
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Male,45  --  49,8298,5147,3151,3041,110,37.97
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Male,50  --  54,7797,5258,2539,2420,119,32.56
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Male,55  --  59,5720,3726,1994,1918,76,34.86
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Male,60  --  64,4997,3339,1658,1599,59,33.18
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Male,65  --  69,3530,2500,1030,960,70,29.18
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Male,70  --  74,2208,1657,551,506,45,24.95
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Male,75 AND ABOVE,2184,1716,468,430,38,21.43
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Female,10  --  14,30503,15073,15430,15148,282,50.59
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Female,15  --  19,25344,14555,10789,10482,307,42.57
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Female,20  --  24,20966,14255,6711,6427,284,32.01
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Female,25  --  29,20718,15504,5214,4903,311,25.17
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Female,30  --  34,15358,12073,3285,3064,221,21.39
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Female,35  --  39,11706,9652,2054,1879,175,17.55
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Female,40  --  44,9776,8436,1340,1187,153,13.71
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Female,45  --  49,8563,7758,805,681,124,9.4
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Female,50  --  54,6964,6392,572,477,95,8.210000000000001
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Female,55  --  59,4856,4474,382,307,75,7.87
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Female,60  --  64,4263,3972,291,216,75,6.83
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Female,65  --  69,2691,2542,149,98,51,5.54
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Female,70  --  74,1781,1688,93,61,32,5.22
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Female,75 AND ABOVE,2224,2109,115,69,46,5.17
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Transgender,10  --  14,,,,,,
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Transgender,15  --  19,2,2,,,,
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Transgender,20  --  24,8,7,1,1,,12.5
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Transgender,25  --  29,2,2,,,,
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Transgender,30  --  34,3,3,,,,
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Transgender,35  --  39,5,4,1,1,,20
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Transgender,40  --  44,3,3,,,,
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Transgender,45  --  49,,,,,,
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Transgender,50  --  54,2,2,,,,
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Transgender,55  --  59,1,,1,1,,100
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Transgender,60  --  64,1,1,,,,
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Transgender,65  --  69,,,,,,
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Transgender,70  --  74,2,2,,,,
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Rural,Transgender,75 AND ABOVE,1,1,,,,
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Male,10  --  14,12339,1018,11321,11296,25,91.75
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Male,15  --  19,12203,1147,11056,11026,30,90.59999999999999
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Male,20  --  24,11375,1292,10083,10035,48,88.64
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Male,25  --  29,9719,1445,8274,8214,60,85.13
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Male,30  --  34,8563,1268,7295,7246,49,85.19
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Male,35  --  39,6990,973,6017,5962,55,86.08
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Male,40  --  44,5730,910,4820,4777,43,84.12
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Male,45  --  49,4788,1097,3691,3654,37,77.09
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Male,50  --  54,4548,1114,3434,3381,53,75.51000000000001
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Male,55  --  59,3728,844,2884,2856,28,77.36
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Male,60  --  64,2839,653,2186,2159,27,77
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Male,65  --  69,1836,462,1374,1352,22,74.84
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Male,70  --  74,1182,312,870,860,10,73.59999999999999
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Male,75 AND ABOVE,1173,393,780,761,19,66.5
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Female,10  --  14,10852,905,9947,9930,17,91.66
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Female,15  --  19,10671,1270,9401,9379,22,88.09999999999999
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Female,20  --  24,10551,1712,8839,8780,59,83.77
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Female,25  --  29,9827,2124,7703,7639,64,78.39
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Female,30  --  34,8136,1859,6277,6210,67,77.15000000000001
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Female,35  --  39,6273,1848,4425,4362,63,70.54000000000001
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Female,40  --  44,5063,1812,3251,3206,45,64.20999999999999
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Female,45  --  49,4498,2023,2475,2410,65,55.02
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Female,50  --  54,4032,1999,2033,1984,49,50.42
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Female,55  --  59,2857,1557,1300,1257,43,45.5
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Female,60  --  64,2510,1496,1014,972,42,40.4
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Female,65  --  69,1414,900,514,497,17,36.35
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Female,70  --  74,1009,688,321,297,24,31.81
DERA ISMAIL KHAN DISTRICT,DERA ISMAIL KHAN TEHSIL,Urban,Female,75 AND ABOVE,1182,857,325,293,32,27.5
