district,localities,head,water_type,source,owned,rented,rentfree,total,pct
BAHAWALNAGAR DISTRICT,All,Source Of Lighting,,Kerosene Oil,9939,143,2348,12430,2.59
BAHAWALNAGAR DISTRICT,All,Source Of Lighting,,Gas Lamp,348,11,74,433,.09
BAHAWALNAGAR DISTRICT,All,Source Of Lighting,,ÓThers,25914,463,6988,33365,6.96
BAHAWALNAGAR DISTRICT,All,Source Of Lighting,,Total,415712,20693,43226,479631,100
BAHAWALNAGAR DISTRICT,All,Source Of Lighting,,Percent,86.67,4.31,9.01,100,
BAHAWALNAGAR DISTRICT,Rural,Source Of Drinking Water,Inside,Tap,118129,1932,13370,133431,35.29
BAHAWALNAGAR DISTRICT,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,156230,2482,15249,173961,46.01
BAHAWALNAGAR DISTRICT,Rural,Source Of Drinking Water,Inside,Protected Well,453,19,101,573,.15
BAHAWALNAGAR DISTRICT,Rural,Source Of Drinking Water,Inside,Un-Protected Well,776,10,156,942,.25
BAHAWALNAGAR DISTRICT,Rural,Source Of Drinking Water,Inside,Others,16732,320,3418,20470,5.41
BAHAWALNAGAR DISTRICT,Rural,Source Of Drinking Water,Outside,Tap,14038,159,2133,16330,4.32
BAHAWALNAGAR DISTRICT,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,12961,162,2112,15235,4.03
BAHAWALNAGAR DISTRICT,Rural,Source Of Drinking Water,Outside,Protected Well,78,3,11,92,.02
BAHAWALNAGAR DISTRICT,Rural,Source Of Drinking Water,Outside,Un-Protected Well,819,2,45,866,.23
BAHAWALNAGAR DISTRICT,Rural,Source Of Drinking Water,Outside,Spring,102,5,31,138,.04
BAHAWALNAGAR DISTRICT,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,4537,53,719,5309,1.4
BAHAWALNAGAR DISTRICT,Rural,Source Of Drinking Water,Outside,Others,9092,150,1519,10761,2.85
BAHAWALNAGAR DISTRICT,Rural,Cooking Fuel Used,,Wood,317094,4364,35975,357433,94.53
BAHAWALNAGAR DISTRICT,Rural,Cooking Fuel Used,,Gas,4821,856,343,6020,1.59
BAHAWALNAGAR DISTRICT,Rural,Cooking Fuel Used,,Kerosene Oil,193,1,53,247,.07
BAHAWALNAGAR DISTRICT,Rural,Cooking Fuel Used,,Others,11839,76,2493,14408,3.81
BAHAWALNAGAR DISTRICT,Rural,Source Of Lighting,,Electricity,299675,4897,30082,334654,88.51000000000001
BAHAWALNAGAR DISTRICT,Rural,Source Of Lighting,,Kerosene Oil,9463,85,2235,11783,3.12
BAHAWALNAGAR DISTRICT,Rural,Source Of Lighting,,Gas Lamp,308,6,70,384,.1
BAHAWALNAGAR DISTRICT,Rural,Source Of Lighting,,ÓThers,24501,309,6477,31287,8.27
BAHAWALNAGAR DISTRICT,Rural,Source Of Lighting,,Total,333947,5297,38864,378108,100
BAHAWALNAGAR DISTRICT,Rural,Source Of Lighting,,Percent,88.31999999999999,1.4,10.28,100,
BAHAWALNAGAR DISTRICT,Urban,Source Of Drinking Water,Inside,Tap,25432,5003,1273,31708,31.23
BAHAWALNAGAR DISTRICT,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,49159,8857,1971,59987,59.09
BAHAWALNAGAR DISTRICT,Urban,Source Of Drinking Water,Inside,Protected Well,63,20,5,88,.09
BAHAWALNAGAR DISTRICT,Urban,Source Of Drinking Water,Inside,Un-Protected Well,72,9,8,89,.09
BAHAWALNAGAR DISTRICT,Urban,Source Of Drinking Water,Inside,Others,1374,284,316,1974,1.94
BAHAWALNAGAR DISTRICT,Urban,Source Of Drinking Water,Outside,Tap,1632,276,351,2259,2.23
BAHAWALNAGAR DISTRICT,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,1579,305,178,2062,2.03
BAHAWALNAGAR DISTRICT,Urban,Source Of Drinking Water,Outside,Protected Well,10,2,4,16,.02
BAHAWALNAGAR DISTRICT,Urban,Source Of Drinking Water,Outside,Un-Protected Well,8,1,0,9,.01
BAHAWALNAGAR DISTRICT,Urban,Source Of Drinking Water,Outside,Spring,4,1,1,6,.01
BAHAWALNAGAR DISTRICT,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,290,23,36,349,.34
BAHAWALNAGAR DISTRICT,Urban,Source Of Drinking Water,Outside,Others,2142,615,219,2976,2.93
BAHAWALNAGAR DISTRICT,Urban,Cooking Fuel Used,,Wood,49088,8075,3049,60212,59.31
BAHAWALNAGAR DISTRICT,Urban,Cooking Fuel Used,,Gas,29813,6349,1055,37217,36.66
BAHAWALNAGAR DISTRICT,Urban,Cooking Fuel Used,,Kerosene Oil,90,14,6,110,.11
BAHAWALNAGAR DISTRICT,Urban,Cooking Fuel Used,,Others,2774,958,252,3984,3.92
BAHAWALNAGAR DISTRICT,Urban,Source Of Lighting,,Electricity,79836,15179,3734,98749,97.27
BAHAWALNAGAR DISTRICT,Urban,Source Of Lighting,,Kerosene Oil,476,58,113,647,.64
BAHAWALNAGAR DISTRICT,Urban,Source Of Lighting,,Gas Lamp,40,5,4,49,.05
BAHAWALNAGAR DISTRICT,Urban,Source Of Lighting,,ÓThers,1413,154,511,2078,2.05
BAHAWALNAGAR DISTRICT,Urban,Source Of Lighting,,Total,81765,15396,4362,101523,100
BAHAWALNAGAR DISTRICT,Urban,Source Of Lighting,,Percent,80.54000000000001,15.17,4.3,100,
BAHAWALPUR DISTRICT,All,Source Of Drinking Water,Inside,Tap,116938,6605,7829,131372,22.77
BAHAWALPUR DISTRICT,All,Source Of Drinking Water,Inside,Electric/Hand Pump,327552,23807,14196,365555,63.36
BAHAWALPUR DISTRICT,All,Source Of Drinking Water,Inside,Protected Well,806,51,91,948,.16
BAHAWALPUR DISTRICT,All,Source Of Drinking Water,Inside,Un-Protected Well,818,42,213,1073,.19
BAHAWALPUR DISTRICT,All,Source Of Drinking Water,Inside,Others,19599,2377,3035,25011,4.33
BAHAWALPUR DISTRICT,All,Source Of Drinking Water,Outside,Tap,14723,637,1858,17218,2.98
BAHAWALPUR DISTRICT,All,Source Of Drinking Water,Outside,Electric / Hand Pump,17037,664,2504,20205,3.5
BAHAWALPUR DISTRICT,All,Source Of Drinking Water,Outside,Protected Well,676,5,85,766,.13
BAHAWALPUR DISTRICT,All,Source Of Drinking Water,Outside,Un-Protected Well,187,1,40,228,.04
BAHAWALPUR DISTRICT,All,Source Of Drinking Water,Outside,Spring,78,5,16,99,.02
BAHAWALPUR DISTRICT,All,Source Of Drinking Water,Outside,Canal / River / Pond,2285,16,350,2651,.46
BAHAWALPUR DISTRICT,All,Source Of Drinking Water,Outside,Others,10137,676,1034,11847,2.05
BAHAWALPUR DISTRICT,All,Cooking Fuel Used,,Wood,410283,9820,26223,446326,77.36
BAHAWALPUR DISTRICT,All,Cooking Fuel Used,,Gas,92495,23713,3908,120116,20.82
BAHAWALPUR DISTRICT,All,Cooking Fuel Used,,Kerosene Oil,667,45,69,781,.14
BAHAWALPUR DISTRICT,All,Cooking Fuel Used,,Others,7391,1308,1051,9750,1.69
BAHAWALPUR DISTRICT,All,Source Of Lighting,,Electricity,455381,33987,22123,511491,88.65000000000001
BAHAWALPUR DISTRICT,All,Source Of Lighting,,Kerosene Oil,19519,295,2356,22170,3.84
BAHAWALPUR DISTRICT,All,Source Of Lighting,,Gas Lamp,469,20,80,569,.1
BAHAWALPUR DISTRICT,All,Source Of Lighting,,ÓThers,35467,584,6692,42743,7.41
BAHAWALPUR DISTRICT,All,Source Of Lighting,,Total,510836,34886,31251,576973,100
BAHAWALPUR DISTRICT,All,Source Of Lighting,,Percent,88.54000000000001,6.05,5.42,100,
BAHAWALPUR DISTRICT,Rural,Source Of Drinking Water,Inside,Tap,95754,1036,6472,103262,26.61
BAHAWALPUR DISTRICT,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,208429,2460,9369,220258,56.76
BAHAWALPUR DISTRICT,Rural,Source Of Drinking Water,Inside,Protected Well,634,24,79,737,.19
BAHAWALPUR DISTRICT,Rural,Source Of Drinking Water,Inside,Un-Protected Well,681,8,186,875,.23
BAHAWALPUR DISTRICT,Rural,Source Of Drinking Water,Inside,Others,15737,179,2166,18082,4.66
BAHAWALPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Tap,12828,238,1620,14686,3.78
BAHAWALPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,15886,195,2299,18380,4.74
BAHAWALPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Protected Well,651,2,76,729,.19
BAHAWALPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Un-Protected Well,181,1,39,221,.06
BAHAWALPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Spring,60,2,6,68,.02
BAHAWALPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,2212,10,323,2545,.66
BAHAWALPUR DISTRICT,Rural,Source Of Drinking Water,Outside,Others,7416,89,734,8239,2.12
BAHAWALPUR DISTRICT,Rural,Cooking Fuel Used,,Wood,346180,3419,22272,371871,95.81999999999999
BAHAWALPUR DISTRICT,Rural,Cooking Fuel Used,,Gas,10854,733,545,12132,3.13
BAHAWALPUR DISTRICT,Rural,Cooking Fuel Used,,Kerosene Oil,485,11,49,545,.14
BAHAWALPUR DISTRICT,Rural,Cooking Fuel Used,,Others,2950,81,503,3534,.91
BAHAWALPUR DISTRICT,Rural,Source Of Lighting,,Electricity,309113,3747,15213,328073,84.54000000000001
BAHAWALPUR DISTRICT,Rural,Source Of Lighting,,Kerosene Oil,17811,113,2160,20084,5.18
BAHAWALPUR DISTRICT,Rural,Source Of Lighting,,Gas Lamp,407,5,52,464,.12
BAHAWALPUR DISTRICT,Rural,Source Of Lighting,,ÓThers,33138,379,5944,39461,10.17
BAHAWALPUR DISTRICT,Rural,Source Of Lighting,,Total,360469,4244,23369,388082,100
BAHAWALPUR DISTRICT,Rural,Source Of Lighting,,Percent,92.88,1.09,6.02,100,
BAHAWALPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Tap,21184,5569,1357,28110,14.88
BAHAWALPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,119123,21347,4827,145297,76.92
BAHAWALPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Protected Well,172,27,12,211,.11
BAHAWALPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Un-Protected Well,137,34,27,198,.1
BAHAWALPUR DISTRICT,Urban,Source Of Drinking Water,Inside,Others,3862,2198,869,6929,3.67
BAHAWALPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Tap,1895,399,238,2532,1.34
BAHAWALPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,1151,469,205,1825,.97
BAHAWALPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Protected Well,25,3,9,37,.02
BAHAWALPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Un-Protected Well,6,,1,7,0
BAHAWALPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Spring,18,3,10,31,.02
BAHAWALPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,73,6,27,106,.06
BAHAWALPUR DISTRICT,Urban,Source Of Drinking Water,Outside,Others,2721,587,300,3608,1.91
BAHAWALPUR DISTRICT,Urban,Cooking Fuel Used,,Wood,64103,6401,3951,74455,39.42
BAHAWALPUR DISTRICT,Urban,Cooking Fuel Used,,Gas,81641,22980,3363,107984,57.17
BAHAWALPUR DISTRICT,Urban,Cooking Fuel Used,,Kerosene Oil,182,34,20,236,.12
BAHAWALPUR DISTRICT,Urban,Cooking Fuel Used,,Others,4441,1227,548,6216,3.29
BAHAWALPUR DISTRICT,Urban,Source Of Lighting,,Electricity,146268,30240,6910,183418,97.09999999999999
BAHAWALPUR DISTRICT,Urban,Source Of Lighting,,Kerosene Oil,1708,182,196,2086,1.1
BAHAWALPUR DISTRICT,Urban,Source Of Lighting,,Gas Lamp,62,15,28,105,.06
BAHAWALPUR DISTRICT,Urban,Source Of Lighting,,ÓThers,2329,205,748,3282,1.74
BAHAWALPUR DISTRICT,Urban,Source Of Lighting,,Total,150367,30642,7882,188891,100
BAHAWALPUR DISTRICT,Urban,Source Of Lighting,,Percent,79.61,16.22,4.17,100,
BAJAUR AGENCY,All,Source Of Drinking Water,Inside,Tap,22358,692,3119,26169,21.54
BAJAUR AGENCY,All,Source Of Drinking Water,Inside,Electric/Hand Pump,10182,402,1036,11620,9.56
BAJAUR AGENCY,All,Source Of Drinking Water,Inside,Protected Well,22359,574,2338,25271,20.8
BAJAUR AGENCY,All,Source Of Drinking Water,Inside,Un-Protected Well,4658,53,681,5392,4.44
BAJAUR AGENCY,All,Source Of Drinking Water,Inside,Others,10036,225,1859,12120,9.98
BAJAUR AGENCY,All,Source Of Drinking Water,Outside,Tap,4255,185,841,5281,4.35
BAJAUR AGENCY,All,Source Of Drinking Water,Outside,Electric / Hand Pump,3011,85,1026,4122,3.39
BAJAUR AGENCY,All,Source Of Drinking Water,Outside,Protected Well,8097,82,1661,9840,8.1
BAJAUR AGENCY,All,Source Of Drinking Water,Outside,Un-Protected Well,2540,19,389,2948,2.43
BAJAUR AGENCY,All,Source Of Drinking Water,Outside,Spring,11506,64,919,12489,10.28
BAJAUR AGENCY,All,Source Of Drinking Water,Outside,Canal / River / Pond,328,14,99,441,.36
BAJAUR AGENCY,All,Source Of Drinking Water,Outside,Others,4839,172,783,5794,4.77
BAJAUR AGENCY,All,Cooking Fuel Used,,Wood,100178,2343,13428,115949,95.44
BAJAUR AGENCY,All,Cooking Fuel Used,,Gas,578,140,117,835,.6899999999999999
BAJAUR AGENCY,All,Cooking Fuel Used,,Kerosene Oil,208,,15,223,.18
BAJAUR AGENCY,All,Cooking Fuel Used,,Others,3205,84,1191,4480,3.69
BAJAUR AGENCY,All,Source Of Lighting,,Electricity,35657,1674,4893,42224,34.76
BAJAUR AGENCY,All,Source Of Lighting,,Kerosene Oil,1314,45,108,1467,1.21
BAJAUR AGENCY,All,Source Of Lighting,,Gas Lamp,320,19,40,379,.31
BAJAUR AGENCY,All,Source Of Lighting,,ÓThers,66878,829,9710,77417,63.72
BAJAUR AGENCY,All,Source Of Lighting,,Total,104169,2567,14751,121487,100
BAJAUR AGENCY,All,Source Of Lighting,,Percent,85.73999999999999,2.11,12.14,100,
BAJAUR AGENCY,Rural,Source Of Drinking Water,Inside,Tap,22358,692,3119,26169,21.54
BAJAUR AGENCY,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,10182,402,1036,11620,9.56
BAJAUR AGENCY,Rural,Source Of Drinking Water,Inside,Protected Well,22359,574,2338,25271,20.8
BAJAUR AGENCY,Rural,Source Of Drinking Water,Inside,Un-Protected Well,4658,53,681,5392,4.44
BAJAUR AGENCY,Rural,Source Of Drinking Water,Inside,Others,10036,225,1859,12120,9.98
BAJAUR AGENCY,Rural,Source Of Drinking Water,Outside,Tap,4255,185,841,5281,4.35
BAJAUR AGENCY,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,3011,85,1026,4122,3.39
BAJAUR AGENCY,Rural,Source Of Drinking Water,Outside,Protected Well,8097,82,1661,9840,8.1
BAJAUR AGENCY,Rural,Source Of Drinking Water,Outside,Un-Protected Well,2540,19,389,2948,2.43
BAJAUR AGENCY,Rural,Source Of Drinking Water,Outside,Spring,11506,64,919,12489,10.28
BAJAUR AGENCY,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,328,14,99,441,.36
BAJAUR AGENCY,Rural,Source Of Drinking Water,Outside,Others,4839,172,783,5794,4.77
BAJAUR AGENCY,Rural,Cooking Fuel Used,,Wood,100178,2343,13428,115949,95.44
BAJAUR AGENCY,Rural,Cooking Fuel Used,,Gas,578,140,117,835,.6899999999999999
BAJAUR AGENCY,Rural,Cooking Fuel Used,,Kerosene Oil,208,,15,223,.18
BAJAUR AGENCY,Rural,Cooking Fuel Used,,Others,3205,84,1191,4480,3.69
BAJAUR AGENCY,Rural,Source Of Lighting,,Electricity,35657,1674,4893,42224,34.76
BAJAUR AGENCY,Rural,Source Of Lighting,,Kerosene Oil,1314,45,108,1467,1.21
BAJAUR AGENCY,Rural,Source Of Lighting,,Gas Lamp,320,19,40,379,.31
BAJAUR AGENCY,Rural,Source Of Lighting,,ÓThers,66878,829,9710,77417,63.72
BAJAUR AGENCY,Rural,Source Of Lighting,,Total,104169,2567,14751,121487,100
BAJAUR AGENCY,Rural,Source Of Lighting,,Percent,85.73999999999999,2.11,12.14,100,
BAJAUR AGENCY,Urban,Source Of Drinking Water,Inside,Tap,,,,,
BAJAUR AGENCY,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,,,,,
BAJAUR AGENCY,Urban,Source Of Drinking Water,Inside,Protected Well,,,,,
BAJAUR AGENCY,Urban,Source Of Drinking Water,Inside,Un-Protected Well,,,,,
BAJAUR AGENCY,Urban,Source Of Drinking Water,Inside,Others,,,,,
BAJAUR AGENCY,Urban,Source Of Drinking Water,Outside,Tap,,,,,
BAJAUR AGENCY,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,,,,,
BAJAUR AGENCY,Urban,Source Of Drinking Water,Outside,Protected Well,,,,,
BAJAUR AGENCY,Urban,Source Of Drinking Water,Outside,Un-Protected Well,,,,,
BAJAUR AGENCY,Urban,Source Of Drinking Water,Outside,Spring,,,,,
BAJAUR AGENCY,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,,,,,
BAJAUR AGENCY,Urban,Source Of Drinking Water,Outside,Others,,,,,
BAJAUR AGENCY,Urban,Cooking Fuel Used,,Wood,,,,,
BAJAUR AGENCY,Urban,Cooking Fuel Used,,Gas,,,,,
BAJAUR AGENCY,Urban,Cooking Fuel Used,,Kerosene Oil,,,,,
BAJAUR AGENCY,Urban,Cooking Fuel Used,,Others,,,,,
BAJAUR AGENCY,Urban,Source Of Lighting,,Electricity,,,,,
BAJAUR AGENCY,Urban,Source Of Lighting,,Kerosene Oil,,,,,
BAJAUR AGENCY,Urban,Source Of Lighting,,Gas Lamp,,,,,
BAJAUR AGENCY,Urban,Source Of Lighting,,ÓThers,,,,,
BAJAUR AGENCY,Urban,Source Of Lighting,,Total,,,,,
BAJAUR AGENCY,Urban,Source Of Lighting,,Percent,,,,,
BANNU DISTRICT,All,Source Of Drinking Water,Inside,Tap,46769,6307,2843,55919,47.17
BANNU DISTRICT,All,Source Of Drinking Water,Inside,Electric/Hand Pump,39549,1807,1860,43216,36.46
BANNU DISTRICT,All,Source Of Drinking Water,Inside,Protected Well,2424,42,66,2532,2.14
BANNU DISTRICT,All,Source Of Drinking Water,Inside,Un-Protected Well,525,19,38,582,.49
BANNU DISTRICT,All,Source Of Drinking Water,Inside,Others,5144,452,755,6351,5.36
BANNU DISTRICT,All,Source Of Drinking Water,Outside,Tap,1611,232,242,2085,1.76
BANNU DISTRICT,All,Source Of Drinking Water,Outside,Electric / Hand Pump,2416,142,159,2717,2.29
BANNU DISTRICT,All,Source Of Drinking Water,Outside,Protected Well,202,5,18,225,.19
BANNU DISTRICT,All,Source Of Drinking Water,Outside,Un-Protected Well,170,3,3,176,.15
BANNU DISTRICT,All,Source Of Drinking Water,Outside,Spring,199,7,13,219,.18
BANNU DISTRICT,All,Source Of Drinking Water,Outside,Canal / River / Pond,732,15,79,826,.7
BANNU DISTRICT,All,Source Of Drinking Water,Outside,Others,3186,234,271,3691,3.11
BANNU DISTRICT,All,Cooking Fuel Used,,Wood,95321,7304,5996,108621,91.63
BANNU DISTRICT,All,Cooking Fuel Used,,Gas,6119,1424,162,7705,6.5
BANNU DISTRICT,All,Cooking Fuel Used,,Kerosene Oil,88,15,19,122,.1
BANNU DISTRICT,All,Cooking Fuel Used,,Others,1399,522,170,2091,1.76
BANNU DISTRICT,All,Source Of Lighting,,Electricity,90256,8593,5027,103876,87.63
BANNU DISTRICT,All,Source Of Lighting,,Kerosene Oil,487,82,20,589,.5
BANNU DISTRICT,All,Source Of Lighting,,Gas Lamp,250,15,8,273,.23
BANNU DISTRICT,All,Source Of Lighting,,ÓThers,11934,575,1292,13801,11.64
BANNU DISTRICT,All,Source Of Lighting,,Total,102927,9265,6347,118539,100
BANNU DISTRICT,All,Source Of Lighting,,Percent,86.83,7.82,5.35,100,
BANNU DISTRICT,Rural,Source Of Drinking Water,Inside,Tap,44657,4475,2766,51898,46.11
BANNU DISTRICT,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,38535,1165,1809,41509,36.88
BANNU DISTRICT,Rural,Source Of Drinking Water,Inside,Protected Well,2410,37,66,2513,2.23
BANNU DISTRICT,Rural,Source Of Drinking Water,Inside,Un-Protected Well,524,18,38,580,.52
BANNU DISTRICT,Rural,Source Of Drinking Water,Inside,Others,5064,410,755,6229,5.53
BANNU DISTRICT,Rural,Source Of Drinking Water,Outside,Tap,1603,186,234,2023,1.8
BANNU DISTRICT,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,2414,139,158,2711,2.41
BANNU DISTRICT,Rural,Source Of Drinking Water,Outside,Protected Well,202,5,18,225,.2
BANNU DISTRICT,Rural,Source Of Drinking Water,Outside,Un-Protected Well,170,2,3,175,.16
BANNU DISTRICT,Rural,Source Of Drinking Water,Outside,Spring,199,7,13,219,.19
BANNU DISTRICT,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,732,15,79,826,.73
BANNU DISTRICT,Rural,Source Of Drinking Water,Outside,Others,3152,215,270,3637,3.23
BANNU DISTRICT,Rural,Cooking Fuel Used,,Wood,94327,6260,5949,106536,94.66
BANNU DISTRICT,Rural,Cooking Fuel Used,,Gas,3992,309,109,4410,3.92
BANNU DISTRICT,Rural,Cooking Fuel Used,,Kerosene Oil,85,6,11,102,.09
BANNU DISTRICT,Rural,Cooking Fuel Used,,Others,1258,99,140,1497,1.33
BANNU DISTRICT,Rural,Source Of Lighting,,Electricity,87021,6026,4889,97936,87.02
BANNU DISTRICT,Rural,Source Of Lighting,,Kerosene Oil,469,72,20,561,.5
BANNU DISTRICT,Rural,Source Of Lighting,,Gas Lamp,247,13,8,268,.24
BANNU DISTRICT,Rural,Source Of Lighting,,ÓThers,11925,563,1292,13780,12.24
BANNU DISTRICT,Rural,Source Of Lighting,,Total,99662,6674,6209,112545,100
BANNU DISTRICT,Rural,Source Of Lighting,,Percent,88.55,5.93,5.52,100,
BANNU DISTRICT,Urban,Source Of Drinking Water,Inside,Tap,2112,1832,77,4021,67.08
BANNU DISTRICT,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,1014,642,51,1707,28.48
BANNU DISTRICT,Urban,Source Of Drinking Water,Inside,Protected Well,14,5,,19,.32
BANNU DISTRICT,Urban,Source Of Drinking Water,Inside,Un-Protected Well,1,1,,2,.03
BANNU DISTRICT,Urban,Source Of Drinking Water,Inside,Others,80,42,,122,2.04
BANNU DISTRICT,Urban,Source Of Drinking Water,Outside,Tap,8,46,8,62,1.03
BANNU DISTRICT,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,2,3,1,6,.1
BANNU DISTRICT,Urban,Source Of Drinking Water,Outside,Protected Well,,,,,
BANNU DISTRICT,Urban,Source Of Drinking Water,Outside,Un-Protected Well,,1,,1,.02
BANNU DISTRICT,Urban,Source Of Drinking Water,Outside,Spring,,,,,
BANNU DISTRICT,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,,,,,
BANNU DISTRICT,Urban,Source Of Drinking Water,Outside,Others,34,19,1,54,.9
BANNU DISTRICT,Urban,Cooking Fuel Used,,Wood,994,1044,47,2085,34.78
BANNU DISTRICT,Urban,Cooking Fuel Used,,Gas,2127,1115,53,3295,54.97
BANNU DISTRICT,Urban,Cooking Fuel Used,,Kerosene Oil,3,9,8,20,.33
BANNU DISTRICT,Urban,Cooking Fuel Used,,Others,141,423,30,594,9.91
BANNU DISTRICT,Urban,Source Of Lighting,,Electricity,3235,2567,138,5940,99.09999999999999
BANNU DISTRICT,Urban,Source Of Lighting,,Kerosene Oil,18,10,,28,.47
BANNU DISTRICT,Urban,Source Of Lighting,,Gas Lamp,3,2,,5,.08
BANNU DISTRICT,Urban,Source Of Lighting,,ÓThers,9,12,,21,.35
BANNU DISTRICT,Urban,Source Of Lighting,,Total,3265,2591,138,5994,100
BANNU DISTRICT,Urban,Source Of Lighting,,Percent,54.47,43.23,2.3,100,
BARKHAN DISTRICT,All,Source Of Drinking Water,Inside,Tap,2799,164,199,3162,12.41
BARKHAN DISTRICT,All,Source Of Drinking Water,Inside,Electric/Hand Pump,3483,110,94,3687,14.47
BARKHAN DISTRICT,All,Source Of Drinking Water,Inside,Protected Well,2936,45,85,3066,12.04
BARKHAN DISTRICT,All,Source Of Drinking Water,Inside,Un-Protected Well,2114,16,156,2286,8.970000000000001
BARKHAN DISTRICT,All,Source Of Drinking Water,Inside,Others,2875,37,137,3049,11.97
BARKHAN DISTRICT,All,Source Of Drinking Water,Outside,Tap,133,,8,141,.55
BARKHAN DISTRICT,All,Source Of Drinking Water,Outside,Electric / Hand Pump,1791,17,161,1969,7.73
BARKHAN DISTRICT,All,Source Of Drinking Water,Outside,Protected Well,2880,63,199,3142,12.33
BARKHAN DISTRICT,All,Source Of Drinking Water,Outside,Un-Protected Well,2132,70,48,2250,8.83
BARKHAN DISTRICT,All,Source Of Drinking Water,Outside,Spring,384,3,31,418,1.64
BARKHAN DISTRICT,All,Source Of Drinking Water,Outside,Canal / River / Pond,654,12,29,695,2.73
BARKHAN DISTRICT,All,Source Of Drinking Water,Outside,Others,1385,118,107,1610,6.32
BARKHAN DISTRICT,All,Cooking Fuel Used,,Wood,22382,634,1179,24195,94.98
BARKHAN DISTRICT,All,Cooking Fuel Used,,Gas,150,10,12,172,.68
BARKHAN DISTRICT,All,Cooking Fuel Used,,Kerosene Oil,224,1,25,250,.98
BARKHAN DISTRICT,All,Cooking Fuel Used,,Others,810,10,38,858,3.37
BARKHAN DISTRICT,All,Source Of Lighting,,Electricity,14495,571,678,15744,61.8
BARKHAN DISTRICT,All,Source Of Lighting,,Kerosene Oil,4440,46,249,4735,18.59
BARKHAN DISTRICT,All,Source Of Lighting,,Gas Lamp,204,1,6,211,.83
BARKHAN DISTRICT,All,Source Of Lighting,,ÓThers,4427,37,321,4785,18.78
