district,tehsil,locale,sex,total_pop,urdu,punjabi,sindhi,pushto,balochi,kashmiri,saraiki,hindko,brahvi,others
BATAGRAM DISTRICT,ALLAI TEHSIL,URBAN,TRANSGENDER,,,,,,,,,,,
BATAGRAM DISTRICT,BATAGRAM DISTRICT,OVERALL,ALL SEXES,476749,1285,234,185,391823,109,497,218,13687,432,68279
BATAGRAM DISTRICT,BATAGRAM DISTRICT,OVERALL,MALE,238402,637,183,100,195846,52,245,109,6950,225,34055
BATAGRAM DISTRICT,BATAGRAM DISTRICT,OVERALL,FEMALE,238312,648,51,85,195946,57,252,109,6735,207,34222
BATAGRAM DISTRICT,BATAGRAM DISTRICT,OVERALL,TRANSGENDER,35,,,,31,,,,2,,2
BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,ALL SEXES,476749,1285,234,185,391823,109,497,218,13687,432,68279
BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,MALE,238402,637,183,100,195846,52,245,109,6950,225,34055
BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,FEMALE,238312,648,51,85,195946,57,252,109,6735,207,34222
BATAGRAM DISTRICT,BATAGRAM DISTRICT,RURAL,TRANSGENDER,35,,,,31,,,,2,,2
BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,ALL SEXES,,,,,,,,,,,
BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,MALE,,,,,,,,,,,
BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,FEMALE,,,,,,,,,,,
BATAGRAM DISTRICT,BATAGRAM DISTRICT,URBAN,TRANSGENDER,,,,,,,,,,,
BATAGRAM DISTRICT,BATAGRAM TEHSIL,OVERALL,ALL SEXES,296247,801,194,114,232358,66,343,72,12614,254,49431
BATAGRAM DISTRICT,BATAGRAM TEHSIL,OVERALL,MALE,148039,395,163,59,116100,27,165,41,6410,139,24540
BATAGRAM DISTRICT,BATAGRAM TEHSIL,OVERALL,FEMALE,148185,406,31,55,116239,39,178,31,6202,115,24889
BATAGRAM DISTRICT,BATAGRAM TEHSIL,OVERALL,TRANSGENDER,23,,,,19,,,,2,,2
BATAGRAM DISTRICT,BATAGRAM TEHSIL,RURAL,ALL SEXES,296247,801,194,114,232358,66,343,72,12614,254,49431
BATAGRAM DISTRICT,BATAGRAM TEHSIL,RURAL,MALE,148039,395,163,59,116100,27,165,41,6410,139,24540
BATAGRAM DISTRICT,BATAGRAM TEHSIL,RURAL,FEMALE,148185,406,31,55,116239,39,178,31,6202,115,24889
BATAGRAM DISTRICT,BATAGRAM TEHSIL,RURAL,TRANSGENDER,23,,,,19,,,,2,,2
BATAGRAM DISTRICT,BATAGRAM TEHSIL,URBAN,ALL SEXES,,,,,,,,,,,
BATAGRAM DISTRICT,BATAGRAM TEHSIL,URBAN,MALE,,,,,,,,,,,
BATAGRAM DISTRICT,BATAGRAM TEHSIL,URBAN,FEMALE,,,,,,,,,,,
BATAGRAM DISTRICT,BATAGRAM TEHSIL,URBAN,TRANSGENDER,,,,,,,,,,,
HARIPUR DISTRICT,GHAZI TEHSIL,OVERALL,ALL SEXES,144917,2689,4753,590,48858,234,712,377,78797,672,7235
HARIPUR DISTRICT,GHAZI TEHSIL,OVERALL,MALE,72137,1577,2808,365,24219,140,403,231,38383,340,3671
HARIPUR DISTRICT,GHAZI TEHSIL,OVERALL,FEMALE,72780,1112,1945,225,24639,94,309,146,40414,332,3564
HARIPUR DISTRICT,GHAZI TEHSIL,OVERALL,TRANSGENDER,,,,,,,,,,,
HARIPUR DISTRICT,GHAZI TEHSIL,RURAL,ALL SEXES,144917,2689,4753,590,48858,234,712,377,78797,672,7235
HARIPUR DISTRICT,GHAZI TEHSIL,RURAL,MALE,72137,1577,2808,365,24219,140,403,231,38383,340,3671
HARIPUR DISTRICT,GHAZI TEHSIL,RURAL,FEMALE,72780,1112,1945,225,24639,94,309,146,40414,332,3564
HARIPUR DISTRICT,GHAZI TEHSIL,RURAL,TRANSGENDER,,,,,,,,,,,
HARIPUR DISTRICT,GHAZI TEHSIL,URBAN,ALL SEXES,,,,,,,,,,,
HARIPUR DISTRICT,GHAZI TEHSIL,URBAN,MALE,,,,,,,,,,,
HARIPUR DISTRICT,GHAZI TEHSIL,URBAN,FEMALE,,,,,,,,,,,
HARIPUR DISTRICT,GHAZI TEHSIL,URBAN,TRANSGENDER,,,,,,,,,,,
HARIPUR DISTRICT,HARIPUR DISTRICT,OVERALL,ALL SEXES,1001515,18309,15145,1787,118628,2079,5301,2023,809613,7657,20973
HARIPUR DISTRICT,HARIPUR DISTRICT,OVERALL,MALE,498202,9418,9743,971,61643,1054,2800,1420,396635,3813,10705
HARIPUR DISTRICT,HARIPUR DISTRICT,OVERALL,FEMALE,503266,8890,5397,816,56984,1025,2500,603,412939,3844,10268
HARIPUR DISTRICT,HARIPUR DISTRICT,OVERALL,TRANSGENDER,47,1,5,,1,,1,,39,,
HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,ALL SEXES,868415,11450,12095,1560,105640,1517,4603,1536,703309,6489,20216
HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,MALE,430407,6012,7907,875,54239,778,2441,1137,343637,3193,10188
HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,FEMALE,437991,5437,4188,685,51400,739,2162,399,359657,3296,10028
HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,TRANSGENDER,17,1,,,1,,,,15,,
HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,ALL SEXES,133100,6859,3050,227,12988,562,698,487,106304,1168,757
HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,MALE,67795,3406,1836,96,7404,276,359,283,52998,620,517
HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,FEMALE,65275,3453,1209,131,5584,286,338,204,53282,548,240
HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,TRANSGENDER,30,,5,,,,1,,24,,
HARIPUR DISTRICT,HARIPUR TEHSIL,OVERALL,ALL SEXES,856598,15620,10392,1197,69770,1845,4589,1646,730816,6985,13738
HARIPUR DISTRICT,HARIPUR TEHSIL,OVERALL,MALE,426065,7841,6935,606,37424,914,2397,1189,358252,3473,7034
HARIPUR DISTRICT,HARIPUR TEHSIL,OVERALL,FEMALE,430486,7778,3452,591,32345,931,2191,457,372525,3512,6704
HARIPUR DISTRICT,HARIPUR TEHSIL,OVERALL,TRANSGENDER,47,1,5,,1,,1,,39,,
HARIPUR DISTRICT,HARIPUR TEHSIL,RURAL,ALL SEXES,723498,8761,7342,970,56782,1283,3891,1159,624512,5817,12981
HARIPUR DISTRICT,HARIPUR TEHSIL,RURAL,MALE,358270,4435,5099,510,30020,638,2038,906,305254,2853,6517
HARIPUR DISTRICT,HARIPUR TEHSIL,RURAL,FEMALE,365211,4325,2243,460,26761,645,1853,253,319243,2964,6464
HARIPUR DISTRICT,HARIPUR TEHSIL,RURAL,TRANSGENDER,17,1,,,1,,,,15,,
HARIPUR DISTRICT,HARIPUR TEHSIL,URBAN,ALL SEXES,133100,6859,3050,227,12988,562,698,487,106304,1168,757
HARIPUR DISTRICT,HARIPUR TEHSIL,URBAN,MALE,67795,3406,1836,96,7404,276,359,283,52998,620,517
HARIPUR DISTRICT,HARIPUR TEHSIL,URBAN,FEMALE,65275,3453,1209,131,5584,286,338,204,53282,548,240
HARIPUR DISTRICT,HARIPUR TEHSIL,URBAN,TRANSGENDER,30,,5,,,,1,,24,,
MANSEHRA DISTRICT,BALA KOT TEHSIL,OVERALL,ALL SEXES,273257,496,186,139,1623,653,1907,21,205654,2166,60412
MANSEHRA DISTRICT,BALA KOT TEHSIL,OVERALL,MALE,135039,254,101,70,873,301,920,20,102325,1064,29111
MANSEHRA DISTRICT,BALA KOT TEHSIL,OVERALL,FEMALE,138200,242,84,69,750,352,987,1,103315,1102,31298
MANSEHRA DISTRICT,BALA KOT TEHSIL,OVERALL,TRANSGENDER,18,,1,,,,,,14,,3
MANSEHRA DISTRICT,BALA KOT TEHSIL,RURAL,ALL SEXES,273257,496,186,139,1623,653,1907,21,205654,2166,60412
MANSEHRA DISTRICT,BALA KOT TEHSIL,RURAL,MALE,135039,254,101,70,873,301,920,20,102325,1064,29111
MANSEHRA DISTRICT,BALA KOT TEHSIL,RURAL,FEMALE,138200,242,84,69,750,352,987,1,103315,1102,31298
MANSEHRA DISTRICT,BALA KOT TEHSIL,RURAL,TRANSGENDER,18,,1,,,,,,14,,3
MANSEHRA DISTRICT,BALA KOT TEHSIL,URBAN,ALL SEXES,,,,,,,,,,,
MANSEHRA DISTRICT,BALA KOT TEHSIL,URBAN,MALE,,,,,,,,,,,
MANSEHRA DISTRICT,BALA KOT TEHSIL,URBAN,FEMALE,,,,,,,,,,,
MANSEHRA DISTRICT,BALA KOT TEHSIL,URBAN,TRANSGENDER,,,,,,,,,,,
MANSEHRA DISTRICT,MANSEHRA DISTRICT,OVERALL,ALL SEXES,1555742,6774,4029,1841,264779,2419,8066,461,1035880,9596,221897
MANSEHRA DISTRICT,MANSEHRA DISTRICT,OVERALL,MALE,771976,3851,2459,997,132831,1187,4013,295,512878,4871,108594
MANSEHRA DISTRICT,MANSEHRA DISTRICT,OVERALL,FEMALE,783509,2920,1562,844,131870,1232,4052,165,522856,4722,113286
MANSEHRA DISTRICT,MANSEHRA DISTRICT,OVERALL,TRANSGENDER,257,3,8,,78,,1,1,146,3,17
MANSEHRA DISTRICT,MANSEHRA DISTRICT,RURAL,ALL SEXES,1410844,5449,2903,1685,235422,2282,7533,350,929865,9013,216342
MANSEHRA DISTRICT,MANSEHRA DISTRICT,RURAL,MALE,698451,3166,1807,901,117652,1110,3747,220,459635,4573,105640
MANSEHRA DISTRICT,MANSEHRA DISTRICT,RURAL,FEMALE,712267,2282,1093,784,117738,1172,3785,130,470158,4438,110687
MANSEHRA DISTRICT,MANSEHRA DISTRICT,RURAL,TRANSGENDER,126,1,3,,32,,1,,72,2,15
MANSEHRA DISTRICT,MANSEHRA DISTRICT,URBAN,ALL SEXES,144898,1325,1126,156,29357,137,533,111,106015,583,5555
MANSEHRA DISTRICT,MANSEHRA DISTRICT,URBAN,MALE,73525,685,652,96,15179,77,266,75,53243,298,2954
MANSEHRA DISTRICT,MANSEHRA DISTRICT,URBAN,FEMALE,71242,638,469,60,14132,60,267,35,52698,284,2599
MANSEHRA DISTRICT,MANSEHRA DISTRICT,URBAN,TRANSGENDER,131,2,5,,46,,,1,74,1,2
MANSEHRA DISTRICT,MANSEHRA TEHSIL,OVERALL,ALL SEXES,1017521,5674,3628,1343,172183,1436,5119,398,686489,5816,135435
MANSEHRA DISTRICT,MANSEHRA TEHSIL,OVERALL,MALE,510187,3283,2258,748,88077,730,2587,247,342259,2978,67020
MANSEHRA DISTRICT,MANSEHRA TEHSIL,OVERALL,FEMALE,507117,2388,1363,595,84042,706,2531,150,344103,2835,68404
MANSEHRA DISTRICT,MANSEHRA TEHSIL,OVERALL,TRANSGENDER,217,3,7,,64,,1,1,127,3,11
MANSEHRA DISTRICT,MANSEHRA TEHSIL,RURAL,ALL SEXES,872623,4349,2502,1187,142826,1299,4586,287,580474,5233,129880
MANSEHRA DISTRICT,MANSEHRA TEHSIL,RURAL,MALE,436662,2598,1606,652,72898,653,2321,172,289016,2680,64066
MANSEHRA DISTRICT,MANSEHRA TEHSIL,RURAL,FEMALE,435875,1750,894,535,69910,646,2264,115,291405,2551,65805
MANSEHRA DISTRICT,MANSEHRA TEHSIL,RURAL,TRANSGENDER,86,1,2,,18,,1,,53,2,9
MANSEHRA DISTRICT,MANSEHRA TEHSIL,URBAN,ALL SEXES,144898,1325,1126,156,29357,137,533,111,106015,583,5555
MANSEHRA DISTRICT,MANSEHRA TEHSIL,URBAN,MALE,73525,685,652,96,15179,77,266,75,53243,298,2954
MANSEHRA DISTRICT,MANSEHRA TEHSIL,URBAN,FEMALE,71242,638,469,60,14132,60,267,35,52698,284,2599
MANSEHRA DISTRICT,MANSEHRA TEHSIL,URBAN,TRANSGENDER,131,2,5,,46,,,1,74,1,2
MANSEHRA DISTRICT,OGHI TEHSIL,OVERALL,ALL SEXES,264964,604,215,359,90973,330,1040,42,143737,1614,26050
MANSEHRA DISTRICT,OGHI TEHSIL,OVERALL,MALE,126750,314,100,179,43881,156,506,28,68294,829,12463
MANSEHRA DISTRICT,OGHI TEHSIL,OVERALL,FEMALE,138192,290,115,180,47078,174,534,14,75438,785,13584
MANSEHRA DISTRICT,OGHI TEHSIL,OVERALL,TRANSGENDER,22,,,,14,,,,5,,3
MANSEHRA DISTRICT,OGHI TEHSIL,RURAL,ALL SEXES,264964,604,215,359,90973,330,1040,42,143737,1614,26050
MANSEHRA DISTRICT,OGHI TEHSIL,RURAL,MALE,126750,314,100,179,43881,156,506,28,68294,829,12463
MANSEHRA DISTRICT,OGHI TEHSIL,RURAL,FEMALE,138192,290,115,180,47078,174,534,14,75438,785,13584
MANSEHRA DISTRICT,OGHI TEHSIL,RURAL,TRANSGENDER,22,,,,14,,,,5,,3
MANSEHRA DISTRICT,OGHI TEHSIL,URBAN,ALL SEXES,,,,,,,,,,,
MANSEHRA DISTRICT,OGHI TEHSIL,URBAN,MALE,,,,,,,,,,,
MANSEHRA DISTRICT,OGHI TEHSIL,URBAN,FEMALE,,,,,,,,,,,
MANSEHRA DISTRICT,OGHI TEHSIL,URBAN,TRANSGENDER,,,,,,,,,,,
TORGHAR DISTRICT,JUDBA TEHSIL,OVERALL,ALL SEXES,96888,244,14,34,96052,17,8,22,77,76,344
TORGHAR DISTRICT,JUDBA TEHSIL,OVERALL,MALE,49459,124,6,14,49036,8,5,10,46,41,169
TORGHAR DISTRICT,JUDBA TEHSIL,OVERALL,FEMALE,47419,120,8,20,47006,9,3,12,31,35,175
TORGHAR DISTRICT,JUDBA TEHSIL,OVERALL,TRANSGENDER,10,,,,10,,,,,,
TORGHAR DISTRICT,JUDBA TEHSIL,RURAL,ALL SEXES,96888,244,14,34,96052,17,8,22,77,76,344
TORGHAR DISTRICT,JUDBA TEHSIL,RURAL,MALE,49459,124,6,14,49036,8,5,10,46,41,169
TORGHAR DISTRICT,JUDBA TEHSIL,RURAL,FEMALE,47419,120,8,20,47006,9,3,12,31,35,175
TORGHAR DISTRICT,JUDBA TEHSIL,RURAL,TRANSGENDER,10,,,,10,,,,,,
TORGHAR DISTRICT,JUDBA TEHSIL,URBAN,ALL SEXES,,,,,,,,,,,
TORGHAR DISTRICT,JUDBA TEHSIL,URBAN,MALE,,,,,,,,,,,
TORGHAR DISTRICT,JUDBA TEHSIL,URBAN,FEMALE,,,,,,,,,,,
TORGHAR DISTRICT,JUDBA TEHSIL,URBAN,TRANSGENDER,,,,,,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,OVERALL,ALL SEXES,74461,126,8,7,69032,2,25,23,2568,68,2602
TORGHAR DISTRICT,KHANDER TEHSIL,OVERALL,MALE,36600,71,5,6,33921,2,9,11,1272,35,1268
TORGHAR DISTRICT,KHANDER TEHSIL,OVERALL,FEMALE,37855,55,3,1,35105,,16,12,1296,33,1334
TORGHAR DISTRICT,KHANDER TEHSIL,OVERALL,TRANSGENDER,6,,,,6,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,RURAL,ALL SEXES,74461,126,8,7,69032,2,25,23,2568,68,2602
TORGHAR DISTRICT,KHANDER TEHSIL,RURAL,MALE,36600,71,5,6,33921,2,9,11,1272,35,1268
TORGHAR DISTRICT,KHANDER TEHSIL,RURAL,FEMALE,37855,55,3,1,35105,,16,12,1296,33,1334
TORGHAR DISTRICT,KHANDER TEHSIL,RURAL,TRANSGENDER,6,,,,6,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,URBAN,ALL SEXES,,,,,,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,URBAN,MALE,,,,,,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,URBAN,FEMALE,,,,,,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,URBAN,TRANSGENDER,,,,,,,,,,,
TORGHAR DISTRICT,TORGHAR DISTRICT,OVERALL,ALL SEXES,171349,370,22,41,165084,19,33,45,2645,144,2946
TORGHAR DISTRICT,TORGHAR DISTRICT,OVERALL,MALE,86059,195,11,20,82957,10,14,21,1318,76,1437
TORGHAR DISTRICT,TORGHAR DISTRICT,OVERALL,FEMALE,85274,175,11,21,82111,9,19,24,1327,68,1509
TORGHAR DISTRICT,TORGHAR DISTRICT,OVERALL,TRANSGENDER,16,,,,16,,,,,,
TORGHAR DISTRICT,TORGHAR DISTRICT,RURAL,ALL SEXES,171349,370,22,41,165084,19,33,45,2645,144,2946
TORGHAR DISTRICT,TORGHAR DISTRICT,RURAL,MALE,86059,195,11,20,82957,10,14,21,1318,76,1437
TORGHAR DISTRICT,TORGHAR DISTRICT,RURAL,FEMALE,85274,175,11,21,82111,9,19,24,1327,68,1509
TORGHAR DISTRICT,TORGHAR DISTRICT,RURAL,TRANSGENDER,16,,,,16,,,,,,
TORGHAR DISTRICT,TORGHAR DISTRICT,URBAN,ALL SEXES,,,,,,,,,,,
TORGHAR DISTRICT,TORGHAR DISTRICT,URBAN,MALE,,,,,,,,,,,
TORGHAR DISTRICT,TORGHAR DISTRICT,URBAN,FEMALE,,,,,,,,,,,
TORGHAR DISTRICT,TORGHAR DISTRICT,URBAN,TRANSGENDER,,,,,,,,,,,
KOHISTAN DISTRICT,DASSU SUB DIVISION,OVERALL,ALL SEXES,223436,1156,33,107,758,7,1285,15,317,30,219728
KOHISTAN DISTRICT,DASSU SUB DIVISION,OVERALL,MALE,121177,627,18,58,411,5,697,8,172,15,119166
KOHISTAN DISTRICT,DASSU SUB DIVISION,OVERALL,FEMALE,102259,529,15,49,347,2,588,7,145,15,100562
KOHISTAN DISTRICT,DASSU SUB DIVISION,OVERALL,TRANSGENDER,,,,,,,,,,,
KOHISTAN DISTRICT,KANDIA SUB DIVISION,OVERALL,ALL SEXES,83850,323,5,31,1598,0,581,0,37,15,81260
KOHISTAN DISTRICT,KANDIA SUB DIVISION,OVERALL,MALE,45597,176,3,17,869,0,316,0,20,8,44188
KOHISTAN DISTRICT,KANDIA SUB DIVISION,OVERALL,FEMALE,38245,147,2,14,729,0,265,0,17,7,37064
KOHISTAN DISTRICT,KANDIA SUB DIVISION,OVERALL,TRANSGENDER,8,,,,,,,,,,8
KOHISTAN DISTRICT,KOHISTAN DISTRICT,OVERALL,ALL SEXES,784711,2827,113,226,55625,67,3527,48,627,142,721509
KOHISTAN DISTRICT,KOHISTAN DISTRICT,OVERALL,MALE,424643,1532,62,122,30005,36,1911,26,341,74,390534
KOHISTAN DISTRICT,KOHISTAN DISTRICT,OVERALL,FEMALE,360055,1295,51,104,25620,31,1616,22,286,68,330962
KOHISTAN DISTRICT,KOHISTAN DISTRICT,OVERALL,TRANSGENDER,13,,,,,,,,,,13
KOHISTAN DISTRICT,KOHISTAN DISTRICT,OVERALL,ALL SEXES,784711,2827,113,226,55625,67,3527,48,627,142,721509
KOHISTAN DISTRICT,KOHISTAN DISTRICT,OVERALL,MALE,424643,1532,62,122,30005,36,1911,26,341,74,390534
KOHISTAN DISTRICT,KOHISTAN DISTRICT,OVERALL,FEMALE,360055,1295,51,104,25620,31,1616,22,286,68,330962
KOHISTAN DISTRICT,KOHISTAN DISTRICT,OVERALL,TRANSGENDER,13,,,,,,,,,,13
KOHISTAN DISTRICT,PALAS SUB DIVISION,OVERALL,ALL SEXES,274923,853,40,41,21610,50,1208,22,163,50,250886
KOHISTAN DISTRICT,PALAS SUB DIVISION,OVERALL,MALE,149104,463,22,22,11720,26,655,12,90,26,136068
KOHISTAN DISTRICT,PALAS SUB DIVISION,OVERALL,FEMALE,125814,390,18,19,9890,24,553,10,73,24,114813
KOHISTAN DISTRICT,PALAS SUB DIVISION,OVERALL,TRANSGENDER,5,,,,,,,,,,5
KOHISTAN DISTRICT,PATAN SUB DIVISION,OVERALL,ALL SEXES,202502,495,35,47,31659,10,453,11,110,47,169635
KOHISTAN DISTRICT,PATAN SUB DIVISION,OVERALL,MALE,108765,266,19,25,17005,5,243,6,59,25,91112
KOHISTAN DISTRICT,PATAN SUB DIVISION,OVERALL,FEMALE,93737,229,16,22,14654,5,210,5,51,22,78523
KOHISTAN DISTRICT,PATAN SUB DIVISION,OVERALL,TRANSGENDER,,,,,,,,,,,
HANGU DISTRICT,HANGU DISTRICT,OVERALL,ALL SEXES,518811,1477,1186,465,513353,333,227,369,102,1115,184
HANGU DISTRICT,HANGU DISTRICT,OVERALL,MALE,249044,737,595,235,246289,144,125,196,58,568,97
HANGU DISTRICT,HANGU DISTRICT,OVERALL,FEMALE,269732,740,591,230,267029,189,102,173,44,547,87
HANGU DISTRICT,HANGU DISTRICT,OVERALL,TRANSGENDER,35,,,,35,,,,,,
HANGU DISTRICT,HANGU DISTRICT,RURAL,ALL SEXES,416309,1156,620,419,412412,317,184,196,58,887,60
HANGU DISTRICT,HANGU DISTRICT,RURAL,MALE,198616,580,302,207,196696,136,90,93,33,445,34
HANGU DISTRICT,HANGU DISTRICT,RURAL,FEMALE,217664,576,318,212,215687,181,94,103,25,442,26
HANGU DISTRICT,HANGU DISTRICT,RURAL,TRANSGENDER,29,,,,29,,,,,,
HANGU DISTRICT,HANGU DISTRICT,URBAN,ALL SEXES,102502,321,566,46,100941,16,43,173,44,228,124
HANGU DISTRICT,HANGU DISTRICT,URBAN,MALE,50428,157,293,28,49593,8,35,103,25,123,63
HANGU DISTRICT,HANGU DISTRICT,URBAN,FEMALE,52068,164,273,18,51342,8,8,70,19,105,61
HANGU DISTRICT,HANGU DISTRICT,URBAN,TRANSGENDER,6,,,,6,,,,,,
HANGU DISTRICT,HANGU TEHSIL,OVERALL,ALL SEXES,270399,783,496,258,267761,139,81,170,55,607,49
HANGU DISTRICT,HANGU TEHSIL,OVERALL,MALE,129825,372,265,128,128488,61,43,101,33,307,27
HANGU DISTRICT,HANGU TEHSIL,OVERALL,FEMALE,140553,411,231,130,139252,78,38,69,22,300,22
HANGU DISTRICT,HANGU TEHSIL,OVERALL,TRANSGENDER,21,,,,21,,,,,,
HANGU DISTRICT,HANGU TEHSIL,RURAL,ALL SEXES,221598,627,102,254,219716,136,67,96,13,577,10
HANGU DISTRICT,HANGU TEHSIL,RURAL,MALE,106089,303,66,126,105150,61,33,45,10,288,7
HANGU DISTRICT,HANGU TEHSIL,RURAL,FEMALE,115490,324,36,128,114547,75,34,51,3,289,3
HANGU DISTRICT,HANGU TEHSIL,RURAL,TRANSGENDER,19,,,,19,,,,,,
HANGU DISTRICT,HANGU TEHSIL,URBAN,ALL SEXES,48801,156,394,4,48045,3,14,74,42,30,39
HANGU DISTRICT,HANGU TEHSIL,URBAN,MALE,23736,69,199,2,23338,,10,56,23,19,20
HANGU DISTRICT,HANGU TEHSIL,URBAN,FEMALE,25063,87,195,2,24705,3,4,18,19,11,19
HANGU DISTRICT,HANGU TEHSIL,URBAN,TRANSGENDER,2,,,,2,,,,,,
HANGU DISTRICT,TALL TEHSIL,OVERALL,ALL SEXES,248412,694,690,207,245592,194,146,199,47,508,135
HANGU DISTRICT,TALL TEHSIL,OVERALL,MALE,119219,365,330,107,117801,83,82,95,25,261,70
HANGU DISTRICT,TALL TEHSIL,OVERALL,FEMALE,129179,329,360,100,127777,111,64,104,22,247,65
HANGU DISTRICT,TALL TEHSIL,OVERALL,TRANSGENDER,14,,,,14,,,,,,
HANGU DISTRICT,TALL TEHSIL,RURAL,ALL SEXES,194711,529,518,165,192696,181,117,100,45,310,50
HANGU DISTRICT,TALL TEHSIL,RURAL,MALE,92527,277,236,81,91546,75,57,48,23,157,27
HANGU DISTRICT,TALL TEHSIL,RURAL,FEMALE,102174,252,282,84,101140,106,60,52,22,153,23
HANGU DISTRICT,TALL TEHSIL,RURAL,TRANSGENDER,10,,,,10,,,,,,
HANGU DISTRICT,TALL TEHSIL,URBAN,ALL SEXES,53701,165,172,42,52896,13,29,99,2,198,85
HANGU DISTRICT,TALL TEHSIL,URBAN,MALE,26692,88,94,26,26255,8,25,47,2,104,43
HANGU DISTRICT,TALL TEHSIL,URBAN,FEMALE,27005,77,78,16,26637,5,4,52,,94,42
HANGU DISTRICT,TALL TEHSIL,URBAN,TRANSGENDER,4,,,,4,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,OVERALL,ALL SEXES,155482,477,74,32,154582,28,45,66,1,168,9
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,OVERALL,MALE,75250,226,46,16,74794,18,22,33,,89,6
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,OVERALL,FEMALE,80221,251,28,16,79777,10,23,33,1,79,3
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,OVERALL,TRANSGENDER,11,,,,11,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,RURAL,ALL SEXES,155482,477,74,32,154582,28,45,66,1,168,9
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,RURAL,MALE,75250,226,46,16,74794,18,22,33,,89,6
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,RURAL,FEMALE,80221,251,28,16,79777,10,23,33,1,79,3
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,RURAL,TRANSGENDER,11,,,,11,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,URBAN,ALL SEXES,,,,,,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,URBAN,MALE,,,,,,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,URBAN,FEMALE,,,,,,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,URBAN,TRANSGENDER,,,,,,,,,,,
KARAK DISTRICT,KARAK DISTRICT,OVERALL,ALL SEXES,705362,2853,450,338,699421,214,324,618,35,1038,71
KARAK DISTRICT,KARAK DISTRICT,OVERALL,MALE,348315,1461,266,177,345240,99,181,322,22,504,43
KARAK DISTRICT,KARAK DISTRICT,OVERALL,FEMALE,357004,1391,184,161,354142,114,142,295,13,534,28
KARAK DISTRICT,KARAK DISTRICT,OVERALL,TRANSGENDER,43,1,,,39,1,1,1,,,
KARAK DISTRICT,KARAK DISTRICT,RURAL,ALL SEXES,654276,2116,255,312,649564,187,264,508,19,984,67
KARAK DISTRICT,KARAK DISTRICT,RURAL,MALE,322688,1083,146,161,320278,88,146,255,9,482,40
KARAK DISTRICT,KARAK DISTRICT,RURAL,FEMALE,331546,1032,109,151,329247,99,117,252,10,502,27
KARAK DISTRICT,KARAK DISTRICT,RURAL,TRANSGENDER,42,1,,,39,,1,1,,,
KARAK DISTRICT,KARAK DISTRICT,URBAN,ALL SEXES,51086,737,195,26,49857,27,60,110,16,54,4
KARAK DISTRICT,KARAK DISTRICT,URBAN,MALE,25627,378,120,16,24962,11,35,67,13,22,3
KARAK DISTRICT,KARAK DISTRICT,URBAN,FEMALE,25458,359,75,10,24895,15,25,43,3,32,1
KARAK DISTRICT,KARAK DISTRICT,URBAN,TRANSGENDER,1,,,,,1,,,,,
KARAK DISTRICT,KARAK TEHSIL,OVERALL,ALL SEXES,292829,1602,270,110,289957,82,145,380,20,228,35
KARAK DISTRICT,KARAK TEHSIL,OVERALL,MALE,143957,837,160,65,142449,42,85,191,16,93,19
KARAK DISTRICT,KARAK TEHSIL,OVERALL,FEMALE,148851,765,110,45,147489,39,60,188,4,135,16
KARAK DISTRICT,KARAK TEHSIL,OVERALL,TRANSGENDER,21,,,,19,1,,1,,,
KARAK DISTRICT,KARAK TEHSIL,RURAL,ALL SEXES,241743,865,75,84,240100,55,85,270,4,174,31
KARAK DISTRICT,KARAK TEHSIL,RURAL,MALE,118330,459,40,49,117487,31,50,124,3,71,16
